,Model,Train,Question ID,Correct,Source,Topic,Labels,Case Study,Test Question,Num Choices,Num Correct,APDVS,CC1
5972,skumar9/Llama-medx_v3.2,RAG_100,24.5,0,case_studies,lower extremity arterial disease,None,0,0,5,3,0,0
5973,skumar9/Llama-medx_v3.2,RAG_100,38.8,0,case_studies,other,None,0,0,5,1,0,1
5974,skumar9/Llama-medx_v3.2,RAG_100,26.2,0,case_studies,aortic disorders,None,1,0,6,5,0,0
5975,skumar9/Llama-medx_v3.2,RAG_100,48,0,racs,other,None,0,0,4,2,0,0
5976,skumar9/Llama-medx_v3.2,RAG_100,38,0,racs,venuous disease,None,0,0,4,3,0,0
5977,skumar9/Llama-medx_v3.2,RAG_100,28.4,1,case_studies,aortic disorders,None,1,0,4,1,0,1
5978,skumar9/Llama-medx_v3.2,RAG_100,34.2,1,case_studies,lower extremity arterial disease,None,1,0,3,1,0,1
5979,skumar9/Llama-medx_v3.2,RAG_100,39.1,0,case_studies,venuous disease,None,1,0,7,3,0,0
5980,skumar9/Llama-medx_v3.2,RAG_100,41,0,racs,other,None,0,0,4,2,0,0
5981,skumar9/Llama-medx_v3.2,RAG_100,2a,1,apdvs,carotid disorders, lq,0,0,4,1,1,1
5982,skumar9/Llama-medx_v3.2,RAG_100,56.5,0,case_studies,venuous disease,None,0,0,5,1,0,1
5983,skumar9/Llama-medx_v3.2,RAG_100,46.2,0,case_studies,venuous disease,None,1,0,4,1,0,1
5984,skumar9/Llama-medx_v3.2,RAG_100,383,1,apdvs,lower extremity arterial disease,None,1,0,4,1,1,1
5985,skumar9/Llama-medx_v3.2,RAG_100,51.3,0,case_studies,venuous disease,None,0,0,5,1,0,1
5986,skumar9/Llama-medx_v3.2,RAG_100,5b,1,apdvs,lower extremity arterial disease, sq,1,0,4,1,1,1
5987,skumar9/Llama-medx_v3.2,RAG_100,385,1,apdvs,lower extremity arterial disease,None,0,1,5,1,1,1
5988,skumar9/Llama-medx_v3.2,RAG_100,67,0,racs,aortic disorders,None,0,0,4,2,0,0
5989,skumar9/Llama-medx_v3.2,RAG_100,47.4,0,case_studies,venuous disease,None,0,0,4,4,0,0
5990,skumar9/Llama-medx_v3.2,RAG_100,398,1,apdvs,lower extremity arterial disease,None,0,0,4,1,1,1
5991,skumar9/Llama-medx_v3.2,RAG_100,48.9,0,case_studies,venuous disease,None,0,1,4,2,0,0
5992,skumar9/Llama-medx_v3.2,RAG_100,50.2,1,case_studies,venuous disease,None,0,0,5,1,0,1
5993,skumar9/Llama-medx_v3.2,RAG_100,396,1,apdvs,carotid disorders,None,1,0,4,1,1,1
5994,skumar9/Llama-medx_v3.2,RAG_100,46.ten,0,case_studies,venuous disease,None,0,0,5,1,0,1
5995,skumar9/Llama-medx_v3.2,RAG_100,40.5,0,case_studies,carotid disorders,None,1,1,5,3,0,0
5996,skumar9/Llama-medx_v3.2,RAG_100,18.9,0,case_studies,aortic disorders,None,1,0,5,1,0,1
5997,skumar9/Llama-medx_v3.2,RAG_100,370,0,apdvs,carotid disorders,None,1,0,5,1,1,1
5998,skumar9/Llama-medx_v3.2,RAG_100,27.ten,0,case_studies,aortic disorders,None,1,0,5,3,0,0
5999,skumar9/Llama-medx_v3.2,RAG_100,55,0,racs,venuous disease,None,0,0,4,2,0,0
6000,skumar9/Llama-medx_v3.2,RAG_100,16.4,0,case_studies,aortic disorders,None,1,0,4,1,0,1
6001,skumar9/Llama-medx_v3.2,RAG_100,23,0,racs,aortic disorders,None,0,0,4,4,0,0
6002,skumar9/Llama-medx_v3.2,RAG_100,31.1,1,case_studies,aortic disorders,None,1,0,4,2,0,0
6003,skumar9/Llama-medx_v3.2,RAG_100,41.9,0,case_studies,aortic disorders,None,1,0,7,5,0,0
6004,skumar9/Llama-medx_v3.2,RAG_100,30.4,0,case_studies,aortic disorders,None,0,1,5,2,0,0
6005,skumar9/Llama-medx_v3.2,RAG_100,83,1,prep,venuous disease,None,1,0,4,1,0,1
6006,skumar9/Llama-medx_v3.2,RAG_100,50.9,0,case_studies,venuous disease,None,0,0,5,5,0,0
6007,skumar9/Llama-medx_v3.2,RAG_100,44,0,racs,lower extremity arterial disease,None,0,0,4,2,0,0
6008,skumar9/Llama-medx_v3.2,RAG_100,36.1,0,case_studies,aortic disorders,None,1,0,5,2,0,0
6009,skumar9/Llama-medx_v3.2,RAG_100,45.6,0,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
6010,skumar9/Llama-medx_v3.2,RAG_100,39.3,0,case_studies,venuous disease,None,1,0,6,2,0,0
6011,skumar9/Llama-medx_v3.2,RAG_100,49,0,racs,other,None,0,0,4,2,0,0
6012,skumar9/Llama-medx_v3.2,RAG_100,54.4.,0,case_studies,venuous disease,None,1,0,4,2,0,0
6013,skumar9/Llama-medx_v3.2,RAG_100,1a,0,apdvs,carotid disorders, lq,1,0,5,1,1,1
6014,skumar9/Llama-medx_v3.2,RAG_100,57,0,racs,other,None,0,0,4,3,0,0
6015,skumar9/Llama-medx_v3.2,RAG_100,52,0,racs,other,None,0,0,4,4,0,0
6016,skumar9/Llama-medx_v3.2,RAG_100,32.7,0,case_studies,aortic disorders,None,0,0,5,1,0,1
6017,skumar9/Llama-medx_v3.2,RAG_100,76,0,prep,lower extremity arterial disease,None,1,0,4,1,0,1
6018,skumar9/Llama-medx_v3.2,RAG_100,36.4,1,case_studies,carotid disorders,None,0,1,3,1,0,1
6019,skumar9/Llama-medx_v3.2,RAG_100,54.3,0,case_studies,venuous disease,None,1,0,5,1,0,1
6020,skumar9/Llama-medx_v3.2,RAG_100,47.2,0,case_studies,venuous disease,None,1,1,4,4,0,0
6021,skumar9/Llama-medx_v3.2,RAG_100,69,1,abvm,venuous disease,None,0,0,4,1,0,1
6022,skumar9/Llama-medx_v3.2,RAG_100,8a,1,apdvs,venuous disease, lq,1,0,4,1,1,1
6023,skumar9/Llama-medx_v3.2,RAG_100,43.ten,0,case_studies,venuous disease,None,1,0,5,1,0,1
6024,skumar9/Llama-medx_v3.2,RAG_100,50.4,0,case_studies,venuous disease,None,0,0,5,3,0,0
6025,skumar9/Llama-medx_v3.2,RAG_100,16.7,0,case_studies,aortic disorders,None,0,1,5,2,0,0
6026,skumar9/Llama-medx_v3.2,RAG_100,55.1,1,case_studies,aortic disorders,None,1,0,4,1,0,1
6027,skumar9/Llama-medx_v3.2,RAG_100,42.2,0,case_studies,aortic disorders,None,0,0,4,1,0,1
6028,skumar9/Llama-medx_v3.2,RAG_100,23.3,1,case_studies,lower extremity arterial disease,None,1,0,7,1,0,1
6029,skumar9/Llama-medx_v3.2,RAG_100,80,1,prep,other,None,1,0,4,1,0,1
6030,skumar9/Llama-medx_v3.2,RAG_100,17.3,1,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
6031,skumar9/Llama-medx_v3.2,RAG_100,51.1,0,case_studies,venuous disease,None,1,0,5,1,0,1
6032,skumar9/Llama-medx_v3.2,RAG_100,33.4,0,case_studies,venuous disease,None,0,1,4,2,0,0
6033,skumar9/Llama-medx_v3.2,RAG_100,372,0,apdvs,carotid disorders,None,1,0,5,1,1,1
6034,skumar9/Llama-medx_v3.2,RAG_100,54,0,racs,other,None,0,0,4,3,0,0
6035,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,18.7,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
6036,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,32,0,racs,aortic disorders,None,0,0,4,2,0,0
6037,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,34.6,0,case_studies,carotid disorders,None,1,0,4,1,0,1
6038,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,425,1,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
6039,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,54.3,0,case_studies,venuous disease,None,1,0,5,1,0,1
6040,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,15.2,0,case_studies,lower extremity arterial disease,None,0,0,5,2,0,0
6041,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,26.1,0,case_studies,aortic disorders,None,1,0,6,1,0,1
6042,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,48.4,0,case_studies,venuous disease,None,0,0,4,3,0,0
6043,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,396,0,apdvs,carotid disorders,None,1,0,4,1,1,1
6044,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,27,0,racs,carotid disorders,None,0,1,4,4,0,0
6045,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,13,0,racs,other,None,0,1,5,1,0,1
6046,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,29.2,0,case_studies,carotid disorders,None,0,0,5,2,0,0
6047,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,43.1,0,case_studies,aortic disorders,None,1,1,5,1,0,1
6048,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,43.5,1,case_studies,venuous disease,None,1,0,5,1,0,1
6049,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,11b,1,apdvs,aortic disorders, sq,1,0,5,1,1,1
6050,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,440,0,case_studies,aortic disorders,None,0,0,5,3,0,0
6051,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,41.5,0,case_studies,aortic disorders,None,1,0,5,1,0,1
6052,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,45.3,0,case_studies,lower extremity arterial disease,None,1,0,6,1,0,1
6053,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,33,0,racs,venuous disease,None,0,0,4,3,0,0
6054,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,449,0,case_studies,aortic disorders,None,1,0,6,3,0,0
6055,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,18,1,racs,other,None,0,0,4,2,0,0
6056,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,371,1,apdvs,carotid disorders,None,1,1,5,1,1,1
6057,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,45.1,1,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
6058,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,45.7,0,case_studies,lower extremity arterial disease,None,0,0,6,4,0,0
6059,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,21.4,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
6060,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,26.2,0,case_studies,aortic disorders,None,1,0,6,5,0,0
6061,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,24.3,0,case_studies,lower extremity arterial disease,None,0,0,5,5,0,0
6062,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,46.4,0,case_studies,other,None,1,0,5,1,0,1
6063,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,14.1,0,case_studies,aortic disorders,None,0,0,5,2,0,0
6064,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,46.11,1,case_studies,venuous disease,None,0,0,5,1,0,1
6065,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,450,1,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
6066,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,66,0,racs,other,None,0,0,4,3,0,0
6067,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,54.5,0,case_studies,venuous disease,None,1,0,5,2,0,0
6068,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,397,1,apdvs,lower extremity arterial disease,None,0,0,5,1,1,1
6069,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,393,1,apdvs,venuous disease,None,0,0,4,1,1,1
6070,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,442,0,case_studies,venuous disease,None,0,0,4,2,0,0
6071,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,14,0,racs,other,None,0,0,4,1,0,1
6072,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,17.5,1,case_studies,lower extremity arterial disease,None,1,1,5,1,0,1
6073,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,444,0,case_studies,venuous disease,None,0,1,4,3,0,0
6074,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,50,0,racs,carotid disorders,None,0,0,4,1,0,1
6075,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,22,0,racs,other,None,0,0,4,3,0,0
6076,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,372,1,apdvs,carotid disorders,None,1,0,5,1,1,1
6077,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,43,1,racs,other,None,0,0,4,3,0,0
6078,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,20.1,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
6079,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,25.3,0,case_studies,lower extremity arterial disease,None,0,0,8,5,0,0
6080,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,448,0,case_studies,lower extremity arterial disease,None,0,0,3,1,0,1
6081,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,39.5,1,case_studies,venuous disease,None,1,0,5,1,0,1
6082,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,27.ten,0,case_studies,aortic disorders,None,1,0,5,3,0,0
6083,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,56.2,0,case_studies,venuous disease,None,1,0,5,1,0,1
6084,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,373,1,apdvs,aortic disorders,None,1,0,5,1,1,1
6085,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,54,1,racs,other,None,0,0,4,3,0,0
6086,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,33.3,0,case_studies,lower extremity arterial disease,None,0,0,5,5,0,0
6087,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,41.ten,1,case_studies,aortic disorders,None,1,0,5,1,0,1
6088,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,60,0,racs,lower extremity arterial disease,None,0,0,4,2,0,0
6089,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,21.3,0,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
6090,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,379,0,apdvs,lower extremity arterial disease,None,1,0,5,1,1,1
6091,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,44.3,0,case_studies,lower extremity arterial disease,None,0,0,3,2,0,0
6092,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,52.3,0,case_studies,venuous disease,None,0,0,5,3,0,0
6093,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,42,0,racs,other,None,0,0,4,3,0,0
6094,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,15,1,racs,other,None,0,1,4,3,0,0
6095,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,385,1,apdvs,lower extremity arterial disease,None,0,1,5,1,1,1
6096,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,37.3,0,case_studies,aortic disorders,None,1,1,4,1,0,1
6097,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,47,0,racs,venuous disease,None,0,0,4,2,0,0
6098,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,5b,1,apdvs,lower extremity arterial disease, sq,1,0,4,1,1,1
6099,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,47.3,0,case_studies,venuous disease,None,1,1,4,4,0,0
6100,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,409,0,case_studies,aortic disorders,None,0,0,4,3,0,0
6101,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,53.5,1,case_studies,venuous disease,None,1,1,4,1,0,1
6102,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,53.2,1,case_studies,venuous disease,None,0,0,4,1,0,1
6103,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,18.ten,0,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
6104,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,52.5,0,case_studies,venuous disease,None,1,0,5,2,0,0
6105,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,64,0,racs,lower extremity arterial disease,None,0,0,4,2,0,0
6106,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,53.4,0,case_studies,venuous disease,None,1,1,4,1,0,1
6107,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,24.5,0,case_studies,lower extremity arterial disease,None,0,0,5,3,0,0
6108,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,27.5,0,case_studies,lower extremity arterial disease,None,1,0,4,2,0,0
6109,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,38.5,1,case_studies,other,None,0,1,4,1,0,1
6110,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,424,0,case_studies,aortic disorders,None,0,1,4,1,0,1
6111,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,20.8,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
6112,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,15.1,0,case_studies,lower extremity arterial disease,None,1,0,5,2,0,0
6113,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,41.4,0,case_studies,aortic disorders,None,0,0,4,1,0,1
6114,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,445,1,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
6115,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,1b,0,apdvs,carotid disorders, sq,1,0,5,1,1,1
6116,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,42.5,0,case_studies,aortic disorders,None,1,0,5,1,0,1
6117,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,49.4,0,case_studies,venuous disease,None,1,1,4,1,0,1
6118,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,52,0,racs,other,None,0,0,4,4,0,0
6119,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,6b,1,apdvs,lower extremity arterial disease, sq,1,1,5,1,1,1
6120,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,7a,1,apdvs,lower extremity arterial disease, lq,1,0,4,1,1,1
6121,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,40.5,0,case_studies,carotid disorders,None,1,1,5,3,0,0
6122,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,38.7,1,case_studies,other,None,0,0,11,1,0,1
6123,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,33.4,0,case_studies,venuous disease,None,0,1,4,2,0,0
6124,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,30,0,racs,other,None,0,0,4,2,0,0
6125,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,411,0,case_studies,aortic disorders,None,0,0,4,2,0,0
6126,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,18.3,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
6127,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,46.ten,1,case_studies,venuous disease,None,0,0,5,1,0,1
6128,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,56.7,0,case_studies,venuous disease,None,1,0,5,1,0,1
6129,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,32.7,0,case_studies,aortic disorders,None,0,0,5,1,0,1
6130,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,56.5,0,case_studies,venuous disease,None,0,0,5,1,0,1
6131,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,27.9,0,case_studies,lower extremity arterial disease,None,1,0,3,1,0,1
6132,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,32.2,0,case_studies,aortic disorders,None,0,0,5,1,0,1
6133,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,430,0,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
6134,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,9a,1,apdvs,venuous disease, lq,1,0,4,1,1,1
6135,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,39.4,0,case_studies,venuous disease,None,1,0,5,1,0,1
6136,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,55.4,0,case_studies,aortic disorders,None,0,0,6,1,0,1
6137,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,38,0,racs,venuous disease,None,0,0,4,3,0,0
6138,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,432,0,case_studies,aortic disorders,None,0,0,5,4,0,0
6139,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,438,1,case_studies,aortic disorders,None,0,0,5,3,0,0
6140,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,3c,1,apdvs,lower extremity arterial disease, fu,1,0,5,1,1,1
6141,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,59,0,racs,carotid disorders,None,0,1,4,2,0,0
6142,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,374,1,apdvs,aortic disorders,None,1,0,5,1,1,1
6143,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,43.3,1,case_studies,venuous disease,None,1,0,7,1,0,1
6144,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,56,0,racs,lower extremity arterial disease,None,0,0,4,2,0,0
6145,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,63,0,racs,aortic disorders,None,0,0,4,2,0,0
6146,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,39,0,racs,venuous disease,None,0,0,4,2,0,0
6147,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,28.3,0,case_studies,aortic disorders,None,1,0,4,4,0,0
6148,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,56.3,0,case_studies,carotid disorders,None,1,0,5,1,0,1
6149,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,44.2,0,case_studies,lower extremity arterial disease,None,0,1,4,2,0,0
6150,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,35.1,0,case_studies,carotid disorders,None,1,0,5,1,0,1
6151,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,31,0,racs,other,None,0,1,4,3,0,0
6152,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,378,1,apdvs,aortic disorders,None,0,1,5,1,1,1
6153,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,38.4,0,case_studies,other,None,0,0,8,7,0,0
6154,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,56.6,0,case_studies,venuous disease,None,1,0,5,1,0,1
6155,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,56.ten,1,case_studies,venuous disease,None,1,1,5,1,0,1
6156,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,83,0,prep,venuous disease,None,1,0,4,1,0,1
6157,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,414,0,case_studies,aortic disorders,None,0,1,5,1,0,1
6158,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,56.4,1,case_studies,venuous disease,None,1,0,5,1,0,1
6159,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,2b,0,apdvs,carotid disorders, sq,0,0,4,1,1,1
6160,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,39.2,0,case_studies,venuous disease,None,0,1,5,5,0,0
6161,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,26.5,0,case_studies,lower extremity arterial disease,None,0,0,5,2,0,0
6162,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,14.4,1,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
6163,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,49.6,0,case_studies,venuous disease,None,0,0,4,3,0,0
6164,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,46.3,0,case_studies,other,None,1,0,5,1,0,1
6165,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,45.4,0,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
6166,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,48.3,1,case_studies,aortic disorders,None,0,1,4,1,0,1
6167,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,16.2,0,case_studies,aortic disorders,None,1,0,4,1,0,1
6168,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,85,1,prep,other,None,1,0,4,1,0,1
6169,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,413,0,case_studies,aortic disorders,None,1,1,5,1,0,1
6170,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,404,1,apdvs,aortic disorders,None,1,0,4,1,1,1
6171,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,51.2,0,case_studies,venuous disease,None,0,1,5,1,0,1
6172,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,18.4,1,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
6173,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,2a,1,apdvs,carotid disorders, lq,0,0,4,1,1,1
6174,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,68,1,abvm,lower extremity arterial disease,None,0,0,4,3,0,0
6175,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,439,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
6176,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,41.6,0,case_studies,aortic disorders,None,1,0,6,4,0,0
6177,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,35.2,0,case_studies,aortic disorders,None,1,0,5,2,0,0
6178,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,30.1,0,case_studies,lower extremity arterial disease,None,1,0,4,3,0,0
6179,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,19.3,0,case_studies,lower extremity arterial disease,None,1,0,6,1,0,1
6180,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,32.8,1,case_studies,aortic disorders,None,0,1,5,1,0,1
6181,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,395,1,apdvs,venuous disease,None,0,0,4,1,1,1
6182,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,43.4,0,case_studies,venuous disease,None,1,0,5,1,0,1
6183,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,45.2,0,case_studies,lower extremity arterial disease,None,1,0,6,1,0,1
6184,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,7b,1,apdvs,lower extremity arterial disease, sq,1,0,4,1,1,1
6185,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,34.5,0,case_studies,carotid disorders,None,1,1,2,1,0,1
6186,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,14.6,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
6187,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,17.1,0,case_studies,lower extremity arterial disease,None,1,0,5,4,0,0
6188,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,30.5,1,case_studies,aortic disorders,None,1,1,4,1,0,1
6189,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,19.1,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
6190,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,29,0,racs,venuous disease,None,0,0,4,3,0,0
6191,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,8a,1,apdvs,venuous disease, lq,1,0,4,1,1,1
6192,johnsnowlabs/JSL-MedPhi2-2.7B,RAG_100,419,0,case_studies,aortic disorders,None,1,0,5,2,0,0
