question_id,source,labels,topic,question,answer,explanation
54.6,case_studies,cs,venuous disease,"A 24-year-old female who was 32 weeks pregnant presented to the emergency
department at 7 p.m. with a swollen, painful left lower extremity. Her left leg
had become progressively more symptomatic during the past 48 h. During the
past 24 h, she began feeling lethargic, had slight shortness of breath, and
began to experience right chest discomfort with deep breathing.
Upon physical examination, her heart rate was 106/min, respiratory rate
was 18/min, and blood pressure was 112/70. Her lungs were clear, and her
abdomen was appropriate for her gestational age.
She had a swollen left leg from the foot to the inguinal ligament, which had
a bluish hue. She had pain upon palpation of the left femoral vein. Her arterial
examination was normal.
A venous duplex was ordered and scheduled to be performed in approxi-
mately 3 h.

The patient had an intravenous line started and a bolus of unfractionated heparin
was given, followed by a continuous infusion. Four hours later, the venous duplex
examination demonstrated venous thrombosis in the posterior tibial vein, popliteal
vein, femoral vein, proximal great saphenous vein, common femoral vein, and
external iliac vein to the visible limit of the examination. The veins of the right
lower extremity were normal. The patient asks, ""What can I expect if treated with
continued anticoagulation?""

Because of her painful lower extremity and her concern for post-thrombotic
complications, the patient requested that the thrombus be removed. She was reluc-
tant to accept the potential bleeding complications of catheter-directed thromboly-
sis, and the attending radiologist was reluctant to treat with catheter-directed lysis.
Therefore, venous thrombectomy was planned.

The patient was presumed to have had a pulmonary embolism. A echocardio-
gram failed to show right ventricular dysfunction, an enlarged right ventricle, tricus-
pid insufficiency, or elevated pulmonary artery pressures. Because of the potential
risk of dislodging nonocclusive thrombus during the venous thrombectomy, a
removable suprarenal vena caval filter was inserted

Important considerations during thrombectomy include which of the following? select all that apply
A. Shield the fetus from all X-ray exposure.
B. Perform the venous thrombectomy under fluoroscopic guidance.
C. Monitor the fetus throughout the procedure.
D. Let the nonocclusive thrombus in the vena cava remain undisturbed and perform
a thrombectomy of the iliofemoral venous system only.","B, C",
54.7,case_studies,cs,venuous disease,"A 24-year-old female who was 32 weeks pregnant presented to the emergency
department at 7 p.m. with a swollen, painful left lower extremity. Her left leg
had become progressively more symptomatic during the past 48 h. During the
past 24 h, she began feeling lethargic, had slight shortness of breath, and
began to experience right chest discomfort with deep breathing.
Upon physical examination, her heart rate was 106/min, respiratory rate
was 18/min, and blood pressure was 112/70. Her lungs were clear, and her
abdomen was appropriate for her gestational age.
She had a swollen left leg from the foot to the inguinal ligament, which had
a bluish hue. She had pain upon palpation of the left femoral vein. Her arterial
examination was normal.
A venous duplex was ordered and scheduled to be performed in approxi-
mately 3 h.

The patient had an intravenous line started and a bolus of unfractionated heparin
was given, followed by a continuous infusion. Four hours later, the venous duplex
examination demonstrated venous thrombosis in the posterior tibial vein, popliteal
vein, femoral vein, proximal great saphenous vein, common femoral vein, and
external iliac vein to the visible limit of the examination. The veins of the right
lower extremity were normal. The patient asks, ""What can I expect if treated with
continued anticoagulation?""

Because of her painful lower extremity and her concern for post-thrombotic
complications, the patient requested that the thrombus be removed. She was reluc-
tant to accept the potential bleeding complications of catheter-directed thromboly-
sis, and the attending radiologist was reluctant to treat with catheter-directed lysis.
Therefore, venous thrombectomy was planned.

The patient was taken to the operating room for a venous thrombectomy with
fluoroscopic guidance and fetal monitoring. A cut-down was performed on the left
common femoral and femoral veins, with exposure of the saphenofemoral junction.
A longitudinal venotomy was performed at the level of the saphenofemoral junc-
tion, followed by protrusion of a large amount of acute thrombus. The leg was raised
and a tight rubber bandage applied with minimal extrusion of the infrainguinal
thrombus. Attempts to pass a catheter from the inguinal ligament distally into the
femoral vein and attempts to pass a guidewire distally were unsuccessful.

""A 24-year-old female who was 32 weeks pregnant presented to the emergency
department at 7 p.m. with a swollen, painful left lower extremity. Her left leg
had become progressively more symptomatic during the past 48 h. During the
past 24 h, she began feeling lethargic, had slight shortness of breath, and
began to experience right chest discomfort with deep breathing.
Upon physical examination, her heart rate was 106/min, respiratory rate
was 18/min, and blood pressure was 112/70. Her lungs were clear, and her
abdomen was appropriate for her gestational age.
She had a swollen left leg from the foot to the inguinal ligament, which had
a bluish hue. She had pain upon palpation of the left femoral vein. Her arterial
examination was normal.
A venous duplex was ordered and scheduled to be performed in approxi-
mately 3 h.

The patient had an intravenous line started and a bolus of unfractionated heparin
was given, followed by a continuous infusion. Four hours later, the venous duplex
examination demonstrated venous thrombosis in the posterior tibial vein, popliteal
vein, femoral vein, proximal great saphenous vein, common femoral vein, and
external iliac vein to the visible limit of the examination. The veins of the right
lower extremity were normal. The patient asks, ""What can I expect if treated with
continued anticoagulation?""

Because of her painful lower extremity and her concern for post-thrombotic
complications, the patient requested that the thrombus be removed. She was reluc-
tant to accept the potential bleeding complications of catheter-directed thromboly-
sis, and the attending radiologist was reluctant to treat with catheter-directed lysis.
Therefore, venous thrombectomy was planned.

The patient was taken to the operating room for a venous thrombectomy with
fluoroscopic guidance and fetal monitoring. A cut-down was performed on the left
common femoral and femoral veins, with exposure of the saphenofemoral junction.
A longitudinal venotomy was performed at the level of the saphenofemoral junc-
tion, followed by protrusion of a large amount of acute thrombus. The leg was raised
and a tight rubber bandage applied with minimal extrusion of the infrainguinal
thrombus. Attempts to pass a catheter from the inguinal ligament distally into the
femoral vein and attempts to pass a guidewire distally were unsuccessful.

The next appropriate step would be which of the following?
A. Perform iliofemoral and caval thrombectomy with AV fistula, leaving the infrainguinal thrombus.
B. Abandon thrombectomy and anticoagulate.
C. Perform an infrainguinal venous thrombectomy aided by a cut-down on the left posterior tibial vein.",C,
54.8,case_studies,cs,venuous disease,"A 24-year-old female who was 32 weeks pregnant presented to the emergency
department at 7 p.m. with a swollen, painful left lower extremity. Her left leg
had become progressively more symptomatic during the past 48 h. During the
past 24 h, she began feeling lethargic, had slight shortness of breath, and
began to experience right chest discomfort with deep breathing.
Upon physical examination, her heart rate was 106/min, respiratory rate
was 18/min, and blood pressure was 112/70. Her lungs were clear, and her
abdomen was appropriate for her gestational age.
She had a swollen left leg from the foot to the inguinal ligament, which had
a bluish hue. She had pain upon palpation of the left femoral vein. Her arterial
examination was normal.
A venous duplex was ordered and scheduled to be performed in approxi-
mately 3 h.

The patient had an intravenous line started and a bolus of unfractionated heparin
was given, followed by a continuous infusion. Four hours later, the venous duplex
examination demonstrated venous thrombosis in the posterior tibial vein, popliteal
vein, femoral vein, proximal great saphenous vein, common femoral vein, and
external iliac vein to the visible limit of the examination. The veins of the right
lower extremity were normal. The patient asks, ""What can I expect if treated with
continued anticoagulation?""

Because of her painful lower extremity and her concern for post-thrombotic
complications, the patient requested that the thrombus be removed. She was reluc-
tant to accept the potential bleeding complications of catheter-directed thromboly-
sis, and the attending radiologist was reluctant to treat with catheter-directed lysis.
Therefore, venous thrombectomy was planned.

The patient was taken to the operating room for a venous thrombectomy with
fluoroscopic guidance and fetal monitoring. A cut-down was performed on the left
common femoral and femoral veins, with exposure of the saphenofemoral junction.
A longitudinal venotomy was performed at the level of the saphenofemoral junc-
tion, followed by protrusion of a large amount of acute thrombus. The leg was raised
and a tight rubber bandage applied with minimal extrusion of the infrainguinal
thrombus. Attempts to pass a catheter from the inguinal ligament distally into the
femoral vein and attempts to pass a guidewire distally were unsuccessful.

A cut-down on the posterior tibial vein was performed. Following a posterior
tibial venotomy, a no. 3 Fogarty catheter was passed upwards through the throm-
bosed venous system, exiting the common femoral venotomy. This catheter was
used to guide a no. 4 Fogarty catheter distally through the venous valves by placing
both catheter tips within a 14-gauge Silastic intravenous catheter sheath after the
hub was amputated. Following a mechanical balloon catheter thrombectomy, the leg
was flushed using a bulb syringe with a large volume of heparin/saline solution,
which flushed additional thrombus from the common femoral venotomy. After
clamping the femoral vein, the deep venous system was then filled with 300 mL of
a dilute recombinant tissue plasminogen solution (6 mg rt.-PA in 300 mL).
The iliofemoral and vena caval thrombectomy was performed under fluoroscopic
guidance, filling the balloon with contrast to ensure that the suprarenal caval filter
was not dislodged. After completing the thrombectomy, an operative iliocavagram
was performed to assess the adequacy of thrombectomy and to ensure unobstructed
venous drainage into the vena cava. An iliac vein stenosis was observed.

The appropriate next step is which of the following?
A. Close the venotomy and anticoagulate, since a common iliac vein stenosis is frequently observed due to normal vascular anatomy.
B. Close the venotomy and perform an AV fistula.
C. Perform angioplasty and insert a self-expanding stent if recoil occurs.
D. Operatively expose the common iliac vein and perform an endovenectomy and transpose the vein above the right common iliac artery.",C,
54.9,case_studies,cs,venuous disease,"A 24-year-old female who was 32 weeks pregnant presented to the emergency
department at 7 p.m. with a swollen, painful left lower extremity. Her left leg
had become progressively more symptomatic during the past 48 h. During the
past 24 h, she began feeling lethargic, had slight shortness of breath, and
began to experience right chest discomfort with deep breathing.
Upon physical examination, her heart rate was 106/min, respiratory rate
was 18/min, and blood pressure was 112/70. Her lungs were clear, and her
abdomen was appropriate for her gestational age.
She had a swollen left leg from the foot to the inguinal ligament, which had
a bluish hue. She had pain upon palpation of the left femoral vein. Her arterial
examination was normal.
A venous duplex was ordered and scheduled to be performed in approxi-
mately 3 h.

The patient had an intravenous line started and a bolus of unfractionated heparin
was given, followed by a continuous infusion. Four hours later, the venous duplex
examination demonstrated venous thrombosis in the posterior tibial vein, popliteal
vein, femoral vein, proximal great saphenous vein, common femoral vein, and
external iliac vein to the visible limit of the examination. The veins of the right
lower extremity were normal. The patient asks, ""What can I expect if treated with
continued anticoagulation?""

Because of her painful lower extremity and her concern for post-thrombotic
complications, the patient requested that the thrombus be removed. She was reluc-
tant to accept the potential bleeding complications of catheter-directed thromboly-
sis, and the attending radiologist was reluctant to treat with catheter-directed lysis.
Therefore, venous thrombectomy was planned.

The patient was taken to the operating room for a venous thrombectomy with
fluoroscopic guidance and fetal monitoring. A cut-down was performed on the left
common femoral and femoral veins, with exposure of the saphenofemoral junction.
A longitudinal venotomy was performed at the level of the saphenofemoral junc-
tion, followed by protrusion of a large amount of acute thrombus. The leg was raised
and a tight rubber bandage applied with minimal extrusion of the infrainguinal
thrombus. Attempts to pass a catheter from the inguinal ligament distally into the
femoral vein and attempts to pass a guidewire distally were unsuccessful.

A cut-down on the posterior tibial vein was performed. Following a posterior
tibial venotomy, a no. 3 Fogarty catheter was passed upwards through the throm-
bosed venous system, exiting the common femoral venotomy. This catheter was
used to guide a no. 4 Fogarty catheter distally through the venous valves by placing
both catheter tips within a 14-gauge Silastic intravenous catheter sheath after the
hub was amputated. Following a mechanical balloon catheter thrombectomy, the leg
was flushed using a bulb syringe with a large volume of heparin/saline solution,
which flushed additional thrombus from the common femoral venotomy. After
clamping the femoral vein, the deep venous system was then filled with 300 mL of
a dilute recombinant tissue plasminogen solution (6 mg rt.-PA in 300 mL).
The iliofemoral and vena caval thrombectomy was performed under fluoroscopic
guidance, filling the balloon with contrast to ensure that the suprarenal caval filter
was not dislodged. After completing the thrombectomy, an operative iliocavagram
was performed to assess the adequacy of thrombectomy and to ensure unobstructed
venous drainage into the vena cava. An iliac vein stenosis was observed.
A balloon angioplasty catheter was placed into the lesion and an angioplasty
performed. The iliac vein was dilated to 14 mm without evidence of recoil

Now that patency has been restored to the infrainguinal and iliofemoral venous
systems, are there any additional techniques that can be performed to reduce risk of
rethrombus? Select all that apply
A. An AV fistula, using the end of the proximal saphenous vein sewn to the side of the superficial femoral artery.
B. The saphenous vein should not be used for AV fistula, since it represents collateral drainage from the leg in the event of recurrent thrombosis.
C. Placement of a catheter into the posterior tibial vein for anticoagulation with unfractionated heparin.
D. Elevate the legs and avoid ambulation
E. Therapeutic anticoagulation.","A, C, E",
54.ten,case_studies,cs,venuous disease,"A 24-year-old female who was 32 weeks pregnant presented to the emergency
department at 7 p.m. with a swollen, painful left lower extremity. Her left leg
had become progressively more symptomatic during the past 48 h. During the
past 24 h, she began feeling lethargic, had slight shortness of breath, and
began to experience right chest discomfort with deep breathing.
Upon physical examination, her heart rate was 106/min, respiratory rate
was 18/min, and blood pressure was 112/70. Her lungs were clear, and her
abdomen was appropriate for her gestational age.
She had a swollen left leg from the foot to the inguinal ligament, which had
a bluish hue. She had pain upon palpation of the left femoral vein. Her arterial
examination was normal.
A venous duplex was ordered and scheduled to be performed in approxi-
mately 3 h.

The patient had an intravenous line started and a bolus of unfractionated heparin
was given, followed by a continuous infusion. Four hours later, the venous duplex
examination demonstrated venous thrombosis in the posterior tibial vein, popliteal
vein, femoral vein, proximal great saphenous vein, common femoral vein, and
external iliac vein to the visible limit of the examination. The veins of the right
lower extremity were normal. The patient asks, ""What can I expect if treated with
continued anticoagulation?""

Because of her painful lower extremity and her concern for post-thrombotic
complications, the patient requested that the thrombus be removed. She was reluc-
tant to accept the potential bleeding complications of catheter-directed thromboly-
sis, and the attending radiologist was reluctant to treat with catheter-directed lysis.
Therefore, venous thrombectomy was planned.

The patient was taken to the operating room for a venous thrombectomy with
fluoroscopic guidance and fetal monitoring. A cut-down was performed on the left
common femoral and femoral veins, with exposure of the saphenofemoral junction.
A longitudinal venotomy was performed at the level of the saphenofemoral junc-
tion, followed by protrusion of a large amount of acute thrombus. The leg was raised
and a tight rubber bandage applied with minimal extrusion of the infrainguinal
thrombus. Attempts to pass a catheter from the inguinal ligament distally into the
femoral vein and attempts to pass a guidewire distally were unsuccessful.

A cut-down on the posterior tibial vein was performed. Following a posterior
tibial venotomy, a no. 3 Fogarty catheter was passed upwards through the throm-
bosed venous system, exiting the common femoral venotomy. This catheter was
used to guide a no. 4 Fogarty catheter distally through the venous valves by placing
both catheter tips within a 14-gauge Silastic intravenous catheter sheath after the
hub was amputated. Following a mechanical balloon catheter thrombectomy, the leg
was flushed using a bulb syringe with a large volume of heparin/saline solution,
which flushed additional thrombus from the common femoral venotomy. After
clamping the femoral vein, the deep venous system was then filled with 300 mL of
a dilute recombinant tissue plasminogen solution (6 mg rt.-PA in 300 mL).
The iliofemoral and vena caval thrombectomy was performed under fluoroscopic
guidance, filling the balloon with contrast to ensure that the suprarenal caval filter
was not dislodged. After completing the thrombectomy, an operative iliocavagram
was performed to assess the adequacy of thrombectomy and to ensure unobstructed
venous drainage into the vena cava. An iliac vein stenosis was observed.
A balloon angioplasty catheter was placed into the lesion and an angioplasty
performed. The iliac vein was dilated to 14 mm without evidence of recoil

An arteriovenous fistula (AVF) using the proximal saphenous vein anastomosed
to the superficial femoral artery increases flow velocity through the iliofemoral
venous system, reducing the risk of rethrombosis. A thrombectomy of the proximal
great saphenous vein was required in this patient, as is often the case. Since the goal
of the AVF is to increase venous blood flow velocity, the size of the anastomosis is
limited to 3.5-4 mm in order to avoid a steal and avoid venous hypertension. A
small piece of PTFE is wrapped around the saphenous AVF and looped with a 2-cm
piece of O-Prolene, which is left in the subcutaneous tissue. This will
serve as a guide should the AVF require closure.
However, since the AVF is small, it is considered permanent and closure is not
anticipated. To further reduce the risk of rethrombosis, a heparin infusion catheter
(pediatric feeding tube) is placed into the proximal posterior tibial vein and brought
out through a separate stab wound adjacent to the lower leg incision. Infusing unfrac-
tionated heparin through this catheter to achieve a therapeutic PTT ensures a high
concentration of heparin in the target vein, a concentration much higher than would be
achieved if the patient was treated with standard intravenous anticoagulation through
an arm vein. A monofilament suture is looped around the catheter in the posterior
tibial vein and brought out through the skin and secured with a sterile button. This is
used to occlude the vein after 5-6 days when the catheter is removed following full
oral anticoagulation with warfarin. In the case of this pregnant patient, intravenous
anticoagulation through the leg veins was maintained for 4 days, after which she was
converted to subcutaneous enoxaparin at 1 mg/kg every 12 h. The catheter was
removed and the patient discharged. The patient was maintained on subcutaneous
enoxaparin 1 mg/kg twice a day until she delivered a healthy baby 6 weeks later.

The patient does not wish to breastfeed her baby. What is your best recommendation
for ongoing therapy?
A. Six more weeks of Lovenox.
B. Oral anticoagulation for 6-12 months.
C. Patients ' risk for recurrence is determined by the amount of residual thrombus. If there is no residual thrombus on venous duplex, additional anticoagulation is unnecessary.
D. Stop anticoagulation and start aspirin.",B,
54.11,case_studies,cs,venuous disease,"A 24-year-old female who was 32 weeks pregnant presented to the emergency
department at 7 p.m. with a swollen, painful left lower extremity. Her left leg
had become progressively more symptomatic during the past 48 h. During the
past 24 h, she began feeling lethargic, had slight shortness of breath, and
began to experience right chest discomfort with deep breathing.
Upon physical examination, her heart rate was 106/min, respiratory rate
was 18/min, and blood pressure was 112/70. Her lungs were clear, and her
abdomen was appropriate for her gestational age.
She had a swollen left leg from the foot to the inguinal ligament, which had
a bluish hue. She had pain upon palpation of the left femoral vein. Her arterial
examination was normal.
A venous duplex was ordered and scheduled to be performed in approxi-
mately 3 h.

The patient had an intravenous line started and a bolus of unfractionated heparin
was given, followed by a continuous infusion. Four hours later, the venous duplex
examination demonstrated venous thrombosis in the posterior tibial vein, popliteal
vein, femoral vein, proximal great saphenous vein, common femoral vein, and
external iliac vein to the visible limit of the examination. The veins of the right
lower extremity were normal. The patient asks, ""What can I expect if treated with
continued anticoagulation?""

Because of her painful lower extremity and her concern for post-thrombotic
complications, the patient requested that the thrombus be removed. She was reluc-
tant to accept the potential bleeding complications of catheter-directed thromboly-
sis, and the attending radiologist was reluctant to treat with catheter-directed lysis.
Therefore, venous thrombectomy was planned.

The patient was taken to the operating room for a venous thrombectomy with
fluoroscopic guidance and fetal monitoring. A cut-down was performed on the left
common femoral and femoral veins, with exposure of the saphenofemoral junction.
A longitudinal venotomy was performed at the level of the saphenofemoral junc-
tion, followed by protrusion of a large amount of acute thrombus. The leg was raised
and a tight rubber bandage applied with minimal extrusion of the infrainguinal
thrombus. Attempts to pass a catheter from the inguinal ligament distally into the
femoral vein and attempts to pass a guidewire distally were unsuccessful.

A cut-down on the posterior tibial vein was performed. Following a posterior
tibial venotomy, a no. 3 Fogarty catheter was passed upwards through the throm-
bosed venous system, exiting the common femoral venotomy. This catheter was
used to guide a no. 4 Fogarty catheter distally through the venous valves by placing
both catheter tips within a 14-gauge Silastic intravenous catheter sheath after the
hub was amputated. Following a mechanical balloon catheter thrombectomy, the leg
was flushed using a bulb syringe with a large volume of heparin/saline solution,
which flushed additional thrombus from the common femoral venotomy. After
clamping the femoral vein, the deep venous system was then filled with 300 mL of
a dilute recombinant tissue plasminogen solution (6 mg rt.-PA in 300 mL).
The iliofemoral and vena caval thrombectomy was performed under fluoroscopic
guidance, filling the balloon with contrast to ensure that the suprarenal caval filter
was not dislodged. After completing the thrombectomy, an operative iliocavagram
was performed to assess the adequacy of thrombectomy and to ensure unobstructed
venous drainage into the vena cava. An iliac vein stenosis was observed.
A balloon angioplasty catheter was placed into the lesion and an angioplasty
performed. The iliac vein was dilated to 14 mm without evidence of recoil

An arteriovenous fistula (AVF) using the proximal saphenous vein anastomosed
to the superficial femoral artery increases flow velocity through the iliofemoral
venous system, reducing the risk of rethrombosis. A thrombectomy of the proximal
great saphenous vein was required in this patient, as is often the case. Since the goal
of the AVF is to increase venous blood flow velocity, the size of the anastomosis is
limited to 3.5-4 mm in order to avoid a steal and avoid venous hypertension. A
small piece of PTFE is wrapped around the saphenous AVF and looped with a 2-cm
piece of O-Prolene, which is left in the subcutaneous tissue. This will
serve as a guide should the AVF require closure.
However, since the AVF is small, it is considered permanent and closure is not
anticipated. To further reduce the risk of rethrombosis, a heparin infusion catheter
(pediatric feeding tube) is placed into the proximal posterior tibial vein and brought
out through a separate stab wound adjacent to the lower leg incision. Infusing unfrac-
tionated heparin through this catheter to achieve a therapeutic PTT ensures a high
concentration of heparin in the target vein, a concentration much higher than would be
achieved if the patient was treated with standard intravenous anticoagulation through
an arm vein. A monofilament suture is looped around the catheter in the posterior
tibial vein and brought out through the skin and secured with a sterile button. This is
used to occlude the vein after 5-6 days when the catheter is removed following full
oral anticoagulation with warfarin. In the case of this pregnant patient, intravenous
anticoagulation through the leg veins was maintained for 4 days, after which she was
converted to subcutaneous enoxaparin at 1 mg/kg every 12 h. The catheter was
removed and the patient discharged. The patient was maintained on subcutaneous
enoxaparin 1 mg/kg twice a day until she delivered a healthy baby 6 weeks later.

What is your recommendation regarding a thrombophilia evaluation?
A. It is not necessary to perform an expensive thrombophilia evaluation since this was a DVT of pregnancy.
B. Defer the thrombophilia evaluation until after the patient discontinues anticoagulation.
C. Since this patient will be on indefinite anticoagulation, a thrombophilia evaluation is not necessary.
D. Perform tests not affected by anticoagulation and complete the evaluation after anticoagulation has been discontinued.",D,
55.1,case_studies,cs,aortic disorders,"A 28 year old plumber presented with 11 year history of worsening head and
neck symptoms. In the year 2000 he was diagnosed with anaplastic large cell
lymphoma of the neck and axillae. He was treated with 6 cycles of chemo-
therapy. Five separate Hickman lines were used, three were right sided and two
were left sided. Over the years he developed worsening exercise tolerance and
gradually he became unable to perform the physical demands of his job. He
complained of dull headaches, he developed worsening fascial and neck swell-
ing and on three different occasions he had epistaxis. Bending forward for
5-10 min after manual exercise, precipitated presyncopal symptoms and on
two occasions he lost consciousness. For the last 6 months prior to his outpa-
tient visit he stopped working because of the severity of his symptoms. On
examination the patient had a plythoric engorged face. There were varicose
veins visible over the sternum and the right anterior axillary line. There were
also scars on the anterior chest wall from previous Hickman line insertions.

Which condition is likely to be responsible for these symptoms?
A. Bilateral critical carotid artery stenosis
B. Superior vena cava syndrome related to recurrence of the lymphoma.
C. Superior vena cava syndrome secondary to benign stenosis caused by the Hickman lines.
D. Large Shamblin III carotid body tumour secreting catecholamines.",B,
55.2,case_studies,cs,venuous disease,"A 28 year old plumber presented with 11 year history of worsening head and
neck symptoms. In the year 2000 he was diagnosed with anaplastic large cell
lymphoma of the neck and axillae. He was treated with 6 cycles of chemo-
therapy. Five separate Hickman lines were used, three were right sided and two
were left sided. Over the years he developed worsening exercise tolerance and
gradually he became unable to perform the physical demands of his job. He
complained of dull headaches, he developed worsening fascial and neck swell-
ing and on three different occasions he had epistaxis. Bending forward for
5-10 min after manual exercise, precipitated presyncopal symptoms and on
two occasions he lost consciousness. For the last 6 months prior to his outpa-
tient visit he stopped working because of the severity of his symptoms. On
examination the patient had a plythoric engorged face. There were varicose
veins visible over the sternum and the right anterior axillary line. There were
also scars on the anterior chest wall from previous Hickman line insertions.

How would you investigate this patient?
A. Chest plain radiography
B. Duplex ultrasonography
C. Computed Tomography (CT) scanning
D. Magnetic resonance imaging venography.
E. Venography
F. All the above, except venography",F,
55.4,case_studies,gk,aortic disorders,"Which of the following cannot be used as conduit in open surgical management of
the SVC syndrome?
A. The great saphenous vein
B. A 20 mm diameter Dacron graft
C. A spiral venous graft
D. The femoral vein
E. A PTFE graft
F. Human allografts",B,
56.1,case_studies,cs,venuous disease,"A 19 year old female was brought in to the Emergency Room (ER) in a ""sep-
tic shock"" condition with massively swollen bilateral lower limbs.
This patient was well known to the ER staff for many years with recurrent
episodes of systemic sepsis often triggered by local cellulitis and/or erysipelas
involving one of her swollen limbs. The intervals between her sepsis got
shorter lately and the control of her sepsis became more difficult, to manage.

Which of the following would you deter in your first step towards managing the
situation?
A. Initiation of the differential diagnosis
B. Resuscitation
C. Blood cultures before the antibiotic administration
D. Anticoagulation
E. Thorough investigation on the cause of sepsis",D,
56.2,case_studies,cs,venuous disease,"A 19 year old female was brought in to the Emergency Room (ER) in a ""sep-
tic shock"" condition with massively swollen bilateral lower limbs.
This patient was well known to the ER staff for many years with recurrent
episodes of systemic sepsis often triggered by local cellulitis and/or erysipelas
involving one of her swollen limbs. The intervals between her sepsis got
shorter lately and the control of her sepsis became more difficult, to manage.

The past history reveals that she was born with a swelling of the left lower leg,
including her toes but did not receive any treatment. Before she reached her men-
arche she developed a similar swelling on her right side starting from the mid-thigh
region downwards. Initially her limb swellings were relieved by nocturnal elevation
but soon improvements diminished following recurrent local sepsis.

What is the most probable cause of her bilateral lower limb swellings?
A. Chronic deep vein thrombosis
B. Congenital vascular malformation, probably of lymphatic origin
C. Early stage of cardiac failure
D. Early stage of anasarca from congenital hypothyroidism
E. Secondary chronic lymphedema, probably from filariasis infection",B,
56.3,case_studies,cs,carotid disorders,"A 19 year old female was brought in to the Emergency Room (ER) in a ""sep-
tic shock"" condition with massively swollen bilateral lower limbs.
This patient was well known to the ER staff for many years with recurrent
episodes of systemic sepsis often triggered by local cellulitis and/or erysipelas
involving one of her swollen limbs. The intervals between her sepsis got
shorter lately and the control of her sepsis became more difficult, to manage.

The past history reveals that she was born with a swelling of the left lower leg,
including her toes but did not receive any treatment. Before she reached her men-
arche she developed a similar swelling on her right side starting from the mid-thigh
region downwards. Initially her limb swellings were relieved by nocturnal elevation
but soon improvements diminished following recurrent local sepsis.

The patient neglected medical care until puberty, and her limb condition deterio-
rated steadily following repeated episodes of sepsis through the year. The pitting
nature of her swelling was now replaced with a rubbery firm leg, which became
massively swollen during the last few months.
Examination in the ER revealed extremely swollen bilateral limbs. There was a
resolving patch of redness along the left buttock but no clear evidence of infection.
A shallow decubitus ulcer (3.0 × 3.0 × 0.5 cm) was identified in right presacral
region without evidence of invasive infection.
This ulcer recently developed lately when the patient became bed-ridden second-
ary to the debilitating swelling of her lower limbs.
The patient was promptly resuscitated to stabilize her condition. Due to her labile
vital signs however, the patient required admission to the intensive care unit for
further management.

What is the next stage of her management?
A. Parenteral antibiotic administration
B. Immediate application of compression bandages
C. Immediate application of sequential pneumatic compression therapy
D. Radical debridement of the decubitus ulcer
E. Absolute bed rest under full anticoagulation",A,
56.4,case_studies,cs,venuous disease,"A 19 year old female was brought in to the Emergency Room (ER) in a ""sep-
tic shock"" condition with massively swollen bilateral lower limbs.
This patient was well known to the ER staff for many years with recurrent
episodes of systemic sepsis often triggered by local cellulitis and/or erysipelas
involving one of her swollen limbs. The intervals between her sepsis got
shorter lately and the control of her sepsis became more difficult, to manage.

The past history reveals that she was born with a swelling of the left lower leg,
including her toes but did not receive any treatment. Before she reached her men-
arche she developed a similar swelling on her right side starting from the mid-thigh
region downwards. Initially her limb swellings were relieved by nocturnal elevation
but soon improvements diminished following recurrent local sepsis.

The patient neglected medical care until puberty, and her limb condition deterio-
rated steadily following repeated episodes of sepsis through the year. The pitting
nature of her swelling was now replaced with a rubbery firm leg, which became
massively swollen during the last few months.
Examination in the ER revealed extremely swollen bilateral limbs. There was a
resolving patch of redness along the left buttock but no clear evidence of infection.
A shallow decubitus ulcer (3.0 × 3.0 × 0.5 cm) was identified in right presacral
region without evidence of invasive infection.
This ulcer recently developed lately when the patient became bed-ridden second-
ary to the debilitating swelling of her lower limbs.
The patient was promptly resuscitated to stabilize her condition. Due to her labile
vital signs however, the patient required admission to the intensive care unit for
further management.

Following the control of systemic sepsis, the management of her limb swelling
remained a challenge especially since she gained over 40 kg from 55 to 99 kg fol-
lowing abandoned therapy.


What is the most appropriate way to reduce her massive swelling and improve her
mobility?
A. Vigorous application of high pressure compression therapy
B. Weight control regimen with strict dietary control
C. Immediate plan for the surgical excision of swollen tissue
D. Timed initiation of complex decongestive therapy
E. Angioplasty and/or stent insertion to iliac vein stenosis",D,
56.5,case_studies,gk,venuous disease,"What is the most frequent and potentially serious risk involved in the management
of massive edema?
A. Acute tissue gangrene
B. Acute pulmonary thromboembolism
C. Acute pulmonary edema
D. Acute limb paralysis
E. Acute deep vein thrombosis",C,
